field_name,form_name,field_type,field_label,parent,branching_logic
test_pathtested_otherl2___Candida glabrata,pathogen_testing,binary,Candida glabrata,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Candida parapsilosis,pathogen_testing,binary,Candida parapsilosis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Candida tropicalis,pathogen_testing,binary,Candida tropicalis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Chlamydia,pathogen_testing,binary,Chlamydia,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Chlamydophila pneumoniae,pathogen_testing,binary,Chlamydophila pneumoniae,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Chryseobacterium indologenes,pathogen_testing,binary,Chryseobacterium indologenes,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Citrobacter freundii,pathogen_testing,binary,Citrobacter freundii,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Clonorchis sinensis,pathogen_testing,binary,Clonorchis sinensis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Clostridium difficile,pathogen_testing,binary,Clostridium difficile,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Clostridium tetani,pathogen_testing,binary,Clostridium tetani,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Coagulase negative Staphylococcus,pathogen_testing,binary,Coagulase negative Staphylococcus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Coccidioides,pathogen_testing,binary,Coccidioides,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Coronaviridae (Family),pathogen_testing,binary,Coronaviridae (Family),test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Corynebacterium pseudodiphtheriticum,pathogen_testing,binary,Corynebacterium pseudodiphtheriticum,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Corynebacterium pseudotuberculosis,pathogen_testing,binary,Corynebacterium pseudotuberculosis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Corynebacterium striatum,pathogen_testing,binary,Corynebacterium striatum,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Corynebacterium ulcerans,pathogen_testing,binary,Corynebacterium ulcerans,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Corynebacterium xerosis,pathogen_testing,binary,Corynebacterium xerosis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Cryptosporidium hominis,pathogen_testing,binary,Cryptosporidium hominis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Cryptosporidium parvum,pathogen_testing,binary,Cryptosporidium parvum,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Curvularia lunata,pathogen_testing,binary,Curvularia lunata,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Cytomegalovirus,pathogen_testing,binary,Cytomegalovirus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Delftia,pathogen_testing,binary,Delftia,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Deltavirus,pathogen_testing,binary,Deltavirus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Dermabacter,pathogen_testing,binary,Dermabacter,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Dracunculus medinensis,pathogen_testing,binary,Dracunculus medinensis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Ebola virus,pathogen_testing,binary,Ebola virus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Elizabethkingia,pathogen_testing,binary,Elizabethkingia,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Enteric bacteria,pathogen_testing,binary,Enteric bacteria,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Enterobacter asburiae,pathogen_testing,binary,Enterobacter asburiae,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Enterobacter bugandensis,pathogen_testing,binary,Enterobacter bugandensis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Enterobacter cloacae,pathogen_testing,binary,Enterobacter cloacae,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Enterobacter cloacae complex,pathogen_testing,binary,Enterobacter cloacae complex,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Enterobacter kobei,pathogen_testing,binary,Enterobacter kobei,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Enterococcus faecalis,pathogen_testing,binary,Enterococcus faecalis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Enterococcus faecium,pathogen_testing,binary,Enterococcus faecium,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Enterococcus raffinosus,pathogen_testing,binary,Enterococcus raffinosus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Escherichia coli,pathogen_testing,binary,Escherichia coli,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Filoviridae (Family),pathogen_testing,binary,Filoviridae (Family),test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Flaviviridae (Family),pathogen_testing,binary,Flaviviridae (Family),test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Francisella tularensis,pathogen_testing,binary,Francisella tularensis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Genus Marburgvirus,pathogen_testing,binary,Genus Marburgvirus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Giardia intestinalis,pathogen_testing,binary,Giardia intestinalis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Giardia lamblia,pathogen_testing,binary,Giardia lamblia,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Gram-Positive Bacillus,pathogen_testing,binary,Gram-Positive Bacillus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Granulicatella adiacens,pathogen_testing,binary,Granulicatella adiacens,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Haemophilus,pathogen_testing,binary,Haemophilus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Haemophilus ducreyi,pathogen_testing,binary,Haemophilus ducreyi,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Haemophilus influenzae,pathogen_testing,binary,Haemophilus influenzae,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Haemophilus parainfluenzae,pathogen_testing,binary,Haemophilus parainfluenzae,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Hantavirus,pathogen_testing,binary,Hantavirus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Helicobacter pylori,pathogen_testing,binary,Helicobacter pylori,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Hendra virus,pathogen_testing,binary,Hendra virus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Hepadnaviridae,pathogen_testing,binary,Hepadnaviridae,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Hepatitis A virus,pathogen_testing,binary,Hepatitis A virus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Hepatitis B virus,pathogen_testing,binary,Hepatitis B virus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Hepatitis C virus,pathogen_testing,binary,Hepatitis C virus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Hepatitis D,pathogen_testing,binary,Hepatitis D,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Hepatitis E virus,pathogen_testing,binary,Hepatitis E virus,test_pathtested_otherl2,[test_pathtested]='88'
"test_pathtested_otherl2___Human Herpesvirus 1 (HHV1, Herpes simplex virus 1, HSV1)",pathogen_testing,binary,"Human Herpesvirus 1 (HHV1, Herpes simplex virus 1, HSV1)",test_pathtested_otherl2,[test_pathtested]='88'
"test_pathtested_otherl2___Human Herpesvirus 2 (HHV2, Herpes Simplex virus 2, HSV2)",pathogen_testing,binary,"Human Herpesvirus 2 (HHV2, Herpes Simplex virus 2, HSV2)",test_pathtested_otherl2,[test_pathtested]='88'
"test_pathtested_otherl2___Human Herpesvirus 5 (Cytomegalovirus humanbeta5, hCMV)",pathogen_testing,binary,"Human Herpesvirus 5 (Cytomegalovirus humanbeta5, hCMV)",test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Human Herpesvirus 6 (Roseola infantum virus),pathogen_testing,binary,Human Herpesvirus 6 (Roseola infantum virus),test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Human Immunodeficiency virus type 1 (HIV-1),pathogen_testing,binary,Human Immunodeficiency virus type 1 (HIV-1),test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Human Immunodeficiency virus type 2 (HIV-2),pathogen_testing,binary,Human Immunodeficiency virus type 2 (HIV-2),test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Human Metapneumovirus (hMPV),pathogen_testing,binary,Human Metapneumovirus (hMPV),test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Human Parainfluenza virus,pathogen_testing,binary,Human Parainfluenza virus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Human Parainfluenza virus 3,pathogen_testing,binary,Human Parainfluenza virus 3,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Human Parainfluenza virus 4,pathogen_testing,binary,Human Parainfluenza virus 4,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Human Parvovirus b19,pathogen_testing,binary,Human Parvovirus b19,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Human Respiratory Syncytial virus (RSV),pathogen_testing,binary,Human Respiratory Syncytial virus (RSV),test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Human bocavirus,pathogen_testing,binary,Human bocavirus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Influenza A H5N8,pathogen_testing,binary,Influenza A H5N8,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Influenza B virus,pathogen_testing,binary,Influenza B virus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Isospora belli,pathogen_testing,binary,Isospora belli,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Japanese encephalitis virus (JEV),pathogen_testing,binary,Japanese encephalitis virus (JEV),test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Klebsiella pneumoniae,pathogen_testing,binary,Klebsiella pneumoniae,test_pathtested_otherl2,[test_pathtested]='88'
"test_pathtested_otherl2___Klebsiella pneumoniae, ESBL",pathogen_testing,binary,"Klebsiella pneumoniae, ESBL",test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Klebsiella variicola,pathogen_testing,binary,Klebsiella variicola,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Legionella,pathogen_testing,binary,Legionella,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Leishmania,pathogen_testing,binary,Leishmania,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Leishmania Viannia,pathogen_testing,binary,Leishmania Viannia,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Leishmania braziliensis complex,pathogen_testing,binary,Leishmania braziliensis complex,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Listeria monocytogenes,pathogen_testing,binary,Listeria monocytogenes,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Lomentospora prolificans (Scedosporium prlificans),pathogen_testing,binary,Lomentospora prolificans (Scedosporium prlificans),test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Lymphocytic choriomeningitis virus (LCMV),pathogen_testing,binary,Lymphocytic choriomeningitis virus (LCMV),test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___MERS-CoV,pathogen_testing,binary,MERS-CoV,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Machupo virus,pathogen_testing,binary,Machupo virus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Metapneumovirus,pathogen_testing,binary,Metapneumovirus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Methicillin susceptible Staphylococcus aureus (MSSA),pathogen_testing,binary,Methicillin susceptible Staphylococcus aureus (MSSA),test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Meyerozyma guilliermondii,pathogen_testing,binary,Meyerozyma guilliermondii,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Micrococcus luteus,pathogen_testing,binary,Micrococcus luteus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Microsporidia,pathogen_testing,binary,Microsporidia,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Microsporum,pathogen_testing,binary,Microsporum,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Middle East Respiratory Syndrome Coronavirus,pathogen_testing,binary,Middle East Respiratory Syndrome Coronavirus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Moraxella,pathogen_testing,binary,Moraxella,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Moraxella catarrhalis,pathogen_testing,binary,Moraxella catarrhalis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Morganella,pathogen_testing,binary,Morganella,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Morganella morganii,pathogen_testing,binary,Morganella morganii,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Mumps virus,pathogen_testing,binary,Mumps virus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Mycobacterium,pathogen_testing,binary,Mycobacterium,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Mycobacterium tuberculosis,pathogen_testing,binary,Mycobacterium tuberculosis,test_pathtested_otherl2,[test_pathtested]='88'
"test_pathtested_otherl2___Mycobacterium, non-tuberculosis",pathogen_testing,binary,"Mycobacterium, non-tuberculosis",test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Neisseria meningitidis,pathogen_testing,binary,Neisseria meningitidis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Neotestudina rosatii (Zopfia rosatii),pathogen_testing,binary,Neotestudina rosatii (Zopfia rosatii),test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Nocardia asteroides,pathogen_testing,binary,Nocardia asteroides,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Nocardia brasiliensis,pathogen_testing,binary,Nocardia brasiliensis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Norovirus,pathogen_testing,binary,Norovirus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Onchocerca volvulus,pathogen_testing,binary,Onchocerca volvulus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Orthomyxoviridae (influenza viruses),pathogen_testing,binary,Orthomyxoviridae (influenza viruses),test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Paracoccidioides,pathogen_testing,binary,Paracoccidioides,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Paramyxoviridae,pathogen_testing,binary,Paramyxoviridae,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Plasmodium,pathogen_testing,binary,Plasmodium,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Plasmodium falciparum,pathogen_testing,binary,Plasmodium falciparum,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Plasmodium malariae,pathogen_testing,binary,Plasmodium malariae,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Plasmodium vivax,pathogen_testing,binary,Plasmodium vivax,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Pneumocystis,pathogen_testing,binary,Pneumocystis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Prion diseases,pathogen_testing,binary,Prion diseases,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Proteus mirabilis,pathogen_testing,binary,Proteus mirabilis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Providencia rettgeri,pathogen_testing,binary,Providencia rettgeri,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Providencia stuartii,pathogen_testing,binary,Providencia stuartii,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Pseudomonas,pathogen_testing,binary,Pseudomonas,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Pseudomonas fluorescens,pathogen_testing,binary,Pseudomonas fluorescens,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Rabies virus,pathogen_testing,binary,Rabies virus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Raoultella,pathogen_testing,binary,Raoultella,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Raoultella ornithinolytica,pathogen_testing,binary,Raoultella ornithinolytica,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Raoultella planticola,pathogen_testing,binary,Raoultella planticola,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Respiratory Syncytial Virus (RSV),pathogen_testing,binary,Respiratory Syncytial Virus (RSV),test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Retroviridae,pathogen_testing,binary,Retroviridae,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Rhabdoviridae,pathogen_testing,binary,Rhabdoviridae,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Rhizomucor,pathogen_testing,binary,Rhizomucor,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Ross River virus,pathogen_testing,binary,Ross River virus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Rotavirus,pathogen_testing,binary,Rotavirus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___SARS-CoV-2,pathogen_testing,binary,SARS-CoV-2,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___SARS-CoV-2  Beta - B.1.351,pathogen_testing,binary,SARS-CoV-2  Beta - B.1.351,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___SARS-CoV-2  Delta - B.1.617.2,pathogen_testing,binary,SARS-CoV-2  Delta - B.1.617.2,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___SARS-CoV-2  Eta - B.1.525,pathogen_testing,binary,SARS-CoV-2  Eta - B.1.525,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___SARS-CoV-2  Iota - B.1.526,pathogen_testing,binary,SARS-CoV-2  Iota - B.1.526,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___SARS-CoV-2  Kappa - B.1.617.1,pathogen_testing,binary,SARS-CoV-2  Kappa - B.1.617.1,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___SARS-CoV-2  Omicron - B.1.1.529,pathogen_testing,binary,SARS-CoV-2  Omicron - B.1.1.529,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___SARS-CoV-2  Omicron - B.1.1.529.5 BA.5,pathogen_testing,binary,SARS-CoV-2  Omicron - B.1.1.529.5 BA.5,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___SARS-CoV-2 Antigen,pathogen_testing,binary,SARS-CoV-2 Antigen,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___SARS-CoV-2 IgG Antibody,pathogen_testing,binary,SARS-CoV-2 IgG Antibody,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___SARS-CoV-2 IgG/IgM Antibody,pathogen_testing,binary,SARS-CoV-2 IgG/IgM Antibody,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Sapovirus,pathogen_testing,binary,Sapovirus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Scedosporium,pathogen_testing,binary,Scedosporium,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Schistosoma,pathogen_testing,binary,Schistosoma,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Schistosoma guineensis,pathogen_testing,binary,Schistosoma guineensis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Schistosoma intercalatum,pathogen_testing,binary,Schistosoma intercalatum,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Serratia liquefaciens,pathogen_testing,binary,Serratia liquefaciens,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Serratia marcescens,pathogen_testing,binary,Serratia marcescens,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Serratia ureilytica,pathogen_testing,binary,Serratia ureilytica,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Severe Acute Respiratory Syndrome Coronavirus 2,pathogen_testing,binary,Severe Acute Respiratory Syndrome Coronavirus 2,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Severe fever with thrombocytopaenia syndrome (SFTS),pathogen_testing,binary,Severe fever with thrombocytopaenia syndrome (SFTS),test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Shigella,pathogen_testing,binary,Shigella,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Shigella boydii,pathogen_testing,binary,Shigella boydii,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Shigella flexneri,pathogen_testing,binary,Shigella flexneri,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Staphylococcus aureus,pathogen_testing,binary,Staphylococcus aureus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Staphylococcus capitis,pathogen_testing,binary,Staphylococcus capitis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Staphylococcus cohnii,pathogen_testing,binary,Staphylococcus cohnii,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Staphylococcus haemolyticus,pathogen_testing,binary,Staphylococcus haemolyticus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Staphylococcus hominis,pathogen_testing,binary,Staphylococcus hominis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Staphylococcus hominis hominis,pathogen_testing,binary,Staphylococcus hominis hominis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Staphylococcus lugdunensis,pathogen_testing,binary,Staphylococcus lugdunensis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Staphylococcus simulans,pathogen_testing,binary,Staphylococcus simulans,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Staphylococcus warneri,pathogen_testing,binary,Staphylococcus warneri,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Stenotrophomonas,pathogen_testing,binary,Stenotrophomonas,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Streptococcus anginosus,pathogen_testing,binary,Streptococcus anginosus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Streptococcus anginosus group,pathogen_testing,binary,Streptococcus anginosus group,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Streptococcus constellatus,pathogen_testing,binary,Streptococcus constellatus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Streptococcus dysgalactiae,pathogen_testing,binary,Streptococcus dysgalactiae,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Streptococcus intermedius,pathogen_testing,binary,Streptococcus intermedius,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Streptococcus pneumoniae,pathogen_testing,binary,Streptococcus pneumoniae,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Streptococcus salivarius,pathogen_testing,binary,Streptococcus salivarius,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Streptococcus sanguinis,pathogen_testing,binary,Streptococcus sanguinis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Streptococcus viridans,pathogen_testing,binary,Streptococcus viridans,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Taenia saginata,pathogen_testing,binary,Taenia saginata,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Talaromyces marneffei,pathogen_testing,binary,Talaromyces marneffei,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Toxoplasma gondii,pathogen_testing,binary,Toxoplasma gondii,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Trichomonas,pathogen_testing,binary,Trichomonas,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Trichomonas vaginalis,pathogen_testing,binary,Trichomonas vaginalis,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Trichuris trichiura,pathogen_testing,binary,Trichuris trichiura,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Trypanosoma,pathogen_testing,binary,Trypanosoma,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Vancomycin resistant Enterococcus (VRE),pathogen_testing,binary,Vancomycin resistant Enterococcus (VRE),test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Vibrio cholerae,pathogen_testing,binary,Vibrio cholerae,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Vibrio parahaemolyticus,pathogen_testing,binary,Vibrio parahaemolyticus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Vibrio vulnificus,pathogen_testing,binary,Vibrio vulnificus,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Yeast,pathogen_testing,binary,Yeast,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl2___Other,pathogen_testing,binary,Other,test_pathtested_otherl2,[test_pathtested]='88'
test_pathtested_otherl3,pathogen_testing,freetext,Specify other Pathogen tested / detected,test,[test_pathtested_otherl2]='88'
test_result,pathogen_testing,categorical,Pathogen test result,test,[test_yn]='1'
test_result___Detected,pathogen_testing,binary,Detected,test_result,[test_yn]='1'
test_result___Not detected,pathogen_testing,binary,Not detected,test_result,[test_yn]='1'
test_result___Equivocal,pathogen_testing,binary,Equivocal,test_result,[test_yn]='1'
test_ctvalue,pathogen_testing,numeric,Cycle threshold (CT)  value,test,[test_result]='1' and [test_labtestmethod]='1'
photo,photographs,section,PHOTOGRAPHS,,
photo_date,photographs,date,Date of Image,photo,
photo_type,photographs,categorical,What is being photographed?,photo,
photo_type___Skin lesion,photographs,binary,Skin lesion,photo_type,
photo_type___Mucosal lesion,photographs,binary,Mucosal lesion,photo_type,
photo_type___Other,photographs,binary,Other,photo_type,
photo_site,photographs,categorical,What part of the body is photographed?,photo,
"photo_site___Head, neck or face",photographs,binary,"Head, neck or face",photo_site,
photo_site___Inside of mouth,photographs,binary,Inside of mouth,photo_site,
